iter	Passed	Remaining
499	1631	1631
500	1634	1628
501	1637	1624
502	1641	1621
503	1644	1618
504	1647	1614
505	1650	1611
506	1654	1608
507	1657	1605
508	1660	1601
509	1663	1598
510	1667	1595
511	1670	1592
512	1674	1589
513	1677	1585
514	1680	1582
515	1684	1579
516	1687	1576
517	1690	1573
518	1693	1569
519	1697	1566
520	1700	1563
521	1704	1560
522	1706	1556
523	1710	1553
524	1713	1550
525	1716	1546
526	1719	1543
527	1722	1540
528	1726	1536
529	1729	1533
530	1732	1530
531	1735	1526
532	1738	1523
533	1741	1520
534	1745	1517
535	1748	1513
536	1751	1510
537	1754	1507
538	1758	1503
539	1761	1500
540	1764	1497
541	1768	1494
542	1770	1490
543	1774	1487
544	1778	1484
545	1781	1481
546	1784	1478
547	1788	1475
548	1791	1471
549	1794	1468
550	1797	1464
551	1800	1461
552	1804	1458
553	1807	1454
554	1810	1451
555	1813	1448
556	1816	1445
557	1820	1441
558	1823	1438
559	1826	1434
560	1829	1431
561	1832	1428
562	1836	1425
563	1839	1421
564	1842	1418
565	1845	1415
566	1848	1411
567	1852	1408
568	1855	1405
569	1858	1401
570	1861	1398
571	1864	1395
572	1868	1392
573	1871	1389
574	1874	1385
575	1878	1382
576	1881	1379
577	1884	1376
578	1888	1372
579	1890	1369
580	1893	1365
581	1896	1362
582	1899	1358
583	1903	1355
584	1906	1352
585	1909	1349
586	1912	1345
587	1916	1342
588	1919	1339
589	1922	1336
590	1926	1333
591	1929	1330
592	1933	1326
593	1936	1323
594	1939	1320
595	1943	1317
596	1946	1313
597	1949	1310
598	1952	1307
599	1956	1304
600	1959	1300
601	1962	1297
602	1965	1294
603	1968	1290
604	1972	1288
605	1976	1284
606	1979	1281
607	1982	1278
608	1986	1275
609	1989	1271
610	1992	1268
611	1996	1265
612	1999	1262
613	2003	1259
614	2006	1256
615	2009	1252
616	2013	1249
617	2016	1246
618	2019	1243
619	2022	1239
620	2025	1236
621	2029	1233
622	2032	1229
623	2035	1226
624	2038	1223
625	2042	1219
626	2045	1216
627	2048	1213
628	2051	1210
629	2054	1206
630	2058	1203
631	2061	1200
632	2065	1197
633	2068	1194
634	2071	1190
635	2075	1187
636	2078	1184
637	2082	1181
638	2085	1178
639	2088	1174
640	2091	1171
641	2095	1168
642	2099	1165
643	2102	1162
644	2106	1159
645	2109	1156
646	2113	1152
647	2116	1149
648	2119	1146
649	2123	1143
650	2126	1140
651	2130	1136
652	2133	1133
653	2136	1130
654	2140	1127
655	2143	1123
656	2146	1120
657	2149	1117
658	2153	1114
659	2156	1110
660	2159	1107
661	2162	1104
662	2166	1101
663	2169	1097
664	2172	1094
665	2176	1091
666	2179	1088
667	2182	1084
668	2186	1081
669	2190	1078
670	2193	1075
671	2196	1072
672	2199	1068
673	2203	1065
674	2206	1062
675	2209	1059
676	2212	1055
677	2216	1052
678	2219	1049
679	2222	1045
680	2225	1042
681	2228	1039
682	2232	1036
683	2235	1032
684	2238	1029
685	2242	1026
686	2245	1023
687	2248	1019
688	2251	1016
689	2254	1013
690	2258	1009
691	2261	1006
692	2264	1003
693	2268	1000
694	2271	996
695	2274	993
696	2277	990
697	2281	987
698	2284	983
699	2287	980
700	2291	977
701	2293	973
702	2296	970
703	2300	967
704	2303	963
705	2307	960
706	2310	957
707	2313	954
708	2317	951
709	2320	947
710	2323	944
711	2326	941
712	2330	937
713	2333	934
714	2336	931
715	2339	928
716	2342	924
717	2346	921
718	2348	918
719	2352	914
720	2355	911
721	2358	908
722	2361	904
723	2364	901
724	2368	898
725	2371	895
726	2374	891
727	2377	888
728	2381	885
729	2384	881
730	2387	878
731	2391	875
732	2394	872
733	2397	868
734	2401	865
735	2404	862
736	2407	859
737	2410	855
738	2414	852
739	2418	849
740	2421	846
741	2425	843
742	2428	840
743	2432	837
744	2436	833
745	2439	830
746	2442	827
747	2446	824
748	2449	820
749	2451	817
750	2454	813
751	2458	810
752	2461	807
753	2464	804
754	2467	800
755	2471	797
756	2474	794
757	2477	791
758	2481	787
759	2484	784
760	2488	781
761	2491	778
762	2494	774
763	2498	771
764	2501	768
765	2504	765
766	2507	761
767	2511	758
768	2514	755
769	2518	752
770	2521	749
771	2525	745
772	2528	742
773	2532	739
774	2535	736
775	2538	732
776	2541	729
777	2545	726
778	2548	722
779	2551	719
780	2554	716
781	2557	713
782	2561	709
783	2564	706
784	2567	703
785	2571	700
786	2574	696
787	2577	693
788	2581	690
789	2584	687
790	2588	683
791	2591	680
792	2594	677
793	2597	674
794	2601	670
795	2604	667
796	2607	664
797	2610	660
798	2614	657
799	2617	654
800	2620	651
801	2624	647
802	2627	644
803	2631	641
804	2634	638
805	2637	634
806	2640	631
807	2643	628
808	2647	625
809	2650	621
810	2653	618
811	2655	614
812	2659	611
813	2662	608
814	2665	604
815	2668	601
816	2670	598
817	2674	595
818	2677	591
819	2680	588
820	2683	585
821	2687	581
822	2690	578
823	2693	575
824	2696	572
825	2699	568
826	2703	565
827	2707	562
828	2710	559
829	2713	555
830	2716	552
831	2719	549
832	2723	545
833	2726	542
834	2729	539
835	2733	536
836	2735	532
837	2739	529
838	2742	526
839	2745	522
840	2749	519
841	2752	516
842	2755	513
843	2758	509
844	2761	506
845	2764	503
846	2767	499
847	2770	496
848	2773	493
849	2776	490
850	2780	486
851	2783	483
852	2786	480
853	2789	476
854	2793	473
855	2796	470
856	2799	467
857	2801	463
858	2804	460
859	2807	457
860	2811	453
861	2814	450
862	2817	447
863	2820	443
864	2824	440
865	2827	437
866	2830	434
867	2833	430
868	2837	427
869	2840	424
870	2843	421
871	2846	417
872	2849	414
873	2852	411
874	2855	407
875	2859	404
876	2862	401
877	2865	398
878	2869	394
879	2872	391
880	2875	388
881	2878	385
882	2881	381
883	2885	378
884	2888	375
885	2891	372
886	2895	368
887	2898	365
888	2902	362
889	2905	359
890	2908	355
891	2911	352
892	2914	349
893	2918	345
894	2921	342
895	2924	339
896	2927	336
897	2931	332
898	2934	329
899	2937	326
900	2941	323
901	2944	319
902	2947	316
903	2951	313
904	2954	310
905	2957	306
906	2960	303
907	2964	300
908	2967	297
909	2970	293
910	2973	290
911	2977	287
912	2980	284
913	2983	280
914	2986	277
915	2989	274
916	2993	270
917	2996	267
918	2999	264
919	3002	261
920	3005	257
921	3009	254
922	3012	251
923	3015	248
924	3019	244
925	3022	241
926	3026	238
927	3029	235
928	3033	231
929	3037	228
930	3040	225
931	3044	222
932	3047	218
933	3050	215
934	3054	212
935	3057	209
936	3061	205
937	3064	202
938	3068	199
939	3071	196
940	3074	192
941	3077	189
942	3081	186
943	3084	182
944	3087	179
945	3091	176
946	3094	173
947	3097	169
948	3100	166
949	3104	163
950	3107	160
951	3110	156
952	3113	153
953	3117	150
954	3121	147
955	3124	143
956	3127	140
957	3130	137
958	3134	133
959	3137	130
960	3140	127
961	3143	124
962	3147	120
963	3150	117
964	3154	114
965	3157	111
966	3160	107
967	3163	104
968	3166	101
969	3170	98
970	3173	94
971	3176	91
972	3180	88
973	3183	84
974	3186	81
975	3190	78
976	3193	75
977	3196	71
978	3199	68
979	3203	65
980	3206	62
981	3209	58
982	3212	55
983	3215	52
984	3219	49
985	3222	45
986	3225	42
987	3229	39
988	3232	35
989	3235	32
990	3238	29
991	3242	26
992	3245	22
993	3248	19
994	3251	16
995	3255	13
996	3258	9
997	3261	6
998	3264	3
999	3268	0
