iter	Logloss
250	0.3197391357
251	0.3196384277
252	0.3195640259
253	0.3194325256
254	0.3193197632
255	0.3192424927
256	0.3191735535
257	0.3190899658
258	0.3190373535
259	0.3189819946
260	0.3188742676
261	0.3187496033
262	0.3186669922
263	0.3186229858
264	0.3185438538
265	0.3185028687
266	0.3184449463
267	0.3183964233
268	0.3181991577
269	0.3181497192
270	0.3180827026
271	0.3179718323
272	0.317871521
273	0.3177393494
274	0.3176126099
275	0.317527771
276	0.3174359741
277	0.3173352051
278	0.3172495117
279	0.3171616211
280	0.3170953979
281	0.3170045471
282	0.3169290161
283	0.3168768616
284	0.3168206482
285	0.3167611694
286	0.3166657715
287	0.3165983887
288	0.3165020142
289	0.3164447632
290	0.3163760376
291	0.3163051147
292	0.3162153931
293	0.3161427307
294	0.3159883118
295	0.3159242554
296	0.315823761
297	0.315777771
298	0.3157041016
299	0.315565979
300	0.3154705811
301	0.3153552856
302	0.3152740173
303	0.3152164917
304	0.3150997009
305	0.3150421448
306	0.3149484863
307	0.3148712158
308	0.3147615356
309	0.3147073364
310	0.3145913696
311	0.3144651489
312	0.314348877
313	0.3142575684
314	0.3141846619
315	0.3141067505
316	0.3140235291
317	0.3139376831
318	0.3139002075
319	0.3138101196
320	0.3137409058
321	0.3136790161
322	0.3136161499
323	0.3135741577
324	0.3135148315
325	0.3134294128
326	0.3133563232
327	0.3132785339
328	0.3131906738
329	0.3131371155
330	0.3130282288
331	0.3129510498
332	0.3128191528
333	0.3127130737
334	0.3126508789
335	0.3125345459
336	0.3124496155
337	0.3123706665
338	0.3122566833
339	0.3122019043
340	0.3121586304
341	0.3120789185
342	0.3119991455
343	0.3119005737
344	0.3118282776
345	0.3117001038
346	0.3116395874
347	0.3115432739
348	0.311457489
349	0.3113495483
350	0.3112520142
351	0.3111690063
352	0.3110898437
353	0.3109885254
354	0.3109166565
355	0.3108388062
356	0.3107489624
357	0.3106557312
358	0.3105408936
359	0.3104702454
360	0.310423645
361	0.3103442993
362	0.3102807312
363	0.3102104187
364	0.3101310425
365	0.3100308228
366	0.3099465332
367	0.3098688965
368	0.3097789612
369	0.3096968689
370	0.3096190796
371	0.3095511475
372	0.3094493713
373	0.3093947144
374	0.309272522
375	0.3092046814
376	0.3091049805
377	0.3090376587
378	0.3089736633
379	0.308901062
380	0.3087905884
381	0.3087061462
382	0.3086005554
383	0.3084957886
384	0.3084415894
385	0.308399353
386	0.308285675
387	0.308218689
388	0.3081107483
389	0.308038269
390	0.307969574
391	0.3078841248
392	0.3078100891
393	0.3077418518
394	0.3076700745
395	0.3075758362
396	0.3075140991
397	0.3074488525
398	0.3073937988
399	0.3073052368
400	0.3072014771
401	0.3071274109
402	0.3070255432
403	0.3069534607
404	0.3068675537
405	0.3067800903
406	0.3066544495
407	0.3065865479
408	0.3065108948
409	0.306446106
410	0.3063797302
411	0.3062859497
412	0.306237793
413	0.306109314
414	0.3060375061
415	0.3059724121
416	0.3059369507
417	0.3058457031
418	0.3057624512
419	0.3056766357
420	0.3055800781
421	0.3055009155
422	0.3054038391
423	0.3053166504
424	0.305258606
425	0.3051813354
426	0.3050967407
427	0.3050343628
428	0.3049868774
429	0.3049278259
430	0.3048370056
431	0.3047623291
432	0.3047069702
433	0.3046387329
434	0.3046042175
435	0.3045253296
436	0.3044812012
437	0.304359436
438	0.3042924805
439	0.3042281799
440	0.3041437988
441	0.3040860596
442	0.3040236206
443	0.3039518433
444	0.3038447876
445	0.3037866516
446	0.3037294922
447	0.3036730652
448	0.3036184692
449	0.3035361938
450	0.3034671021
451	0.3033815308
452	0.3033031616
453	0.3032362976
454	0.3031609802
455	0.3031011047
456	0.303016571
457	0.3029559326
458	0.3028894043
459	0.3028003845
460	0.3027137451
461	0.3026309814
462	0.3025404663
463	0.3024884644
464	0.3024429321
465	0.302418335
466	0.3023477173
467	0.3022677917
468	0.3022294922
469	0.3021709595
470	0.3020947876
471	0.3020206604
472	0.3019881592
473	0.3019244385
474	0.3018749084
475	0.3017997437
476	0.3017435608
477	0.3016925964
478	0.3016520996
479	0.3015725098
480	0.3015064087
481	0.301430603
482	0.3013647461
483	0.3013032837
484	0.3012476196
485	0.3011928101
486	0.3011429749
487	0.301074707
488	0.3009888611
489	0.3009290771
490	0.3008490601
491	0.300786499
492	0.3006843872
493	0.300637207
494	0.3005429077
495	0.3004447021
496	0.3003845215
497	0.3003269653
498	0.3002399597
499	0.3001578369
500	0.3001019897
501	0.3000276489
502	0.2999519348
503	0.2998573303
504	0.2998043823
505	0.2996928101
506	0.299628418
507	0.2995779114
508	0.2994817505
509	0.299407959
510	0.2993427734
511	0.2992889404
512	0.2992373352
513	0.2991793213
514	0.2991436157
515	0.2990900269
516	0.2990216064
517	0.2989770508
518	0.2988952026
519	0.2988140869
520	0.2987576904
521	0.2986988525
522	0.2986202393
523	0.298571228
524	0.298463501
525	0.2984006958
526	0.2983287048
527	0.2982592773
528	0.2981799622
529	0.298114563
530	0.298050354
531	0.297975769
532	0.29792276
533	0.2978465881
534	0.2977991028
535	0.2977229004
536	0.2976484375
537	0.2975994873
538	0.2975328369
539	0.2974752197
540	0.2974510193
541	0.2974060669
542	0.297345459
543	0.2972806396
544	0.2972223206
545	0.2971491699
546	0.2970605469
547	0.2969924927
548	0.2969216919
549	0.2968890991
550	0.2968184814
551	0.2967444153
552	0.2966946716
553	0.2966280518
554	0.2965782471
555	0.2964751587
556	0.2963788452
557	0.2963179932
558	0.29621521
559	0.2961654663
560	0.2961313477
561	0.2960556641
562	0.2959804688
563	0.2958935242
564	0.2958522339
565	0.2958057861
566	0.2957444458
567	0.2956855164
568	0.2956036377
569	0.2955576172
570	0.2955082703
571	0.2954573364
572	0.2954059448
573	0.2953551636
574	0.2953074341
575	0.2952191162
576	0.2951711731
577	0.2951116333
578	0.295066864
579	0.2949747925
580	0.2948503418
581	0.2947602539
582	0.2946801453
583	0.2946094055
584	0.294546814
585	0.2944802246
586	0.2944245911
587	0.2943361816
588	0.2942798462
589	0.2942324219
590	0.2941447754
591	0.2940639648
592	0.2939862976
593	0.2939348755
594	0.2938733521
595	0.2937782288
596	0.2937263794
597	0.2936794739
598	0.2936259155
599	0.293574707
600	0.2935018921
601	0.2934360046
602	0.2933961792
603	0.2933384705
604	0.2932769165
605	0.293213623
606	0.2931502686
607	0.2930891113
608	0.2930249023
609	0.2929746094
610	0.2929216003
611	0.2928397217
612	0.292774353
613	0.2927233276
614	0.2926542969
615	0.2925916138
616	0.2925369873
617	0.292450592
618	0.2923934631
619	0.2923245239
620	0.2922797852
621	0.2921605835
622	0.2921132202
623	0.2920551147
624	0.291990448
625	0.2919332275
626	0.2918384094
627	0.2917613525
628	0.291644043
629	0.2915831909
630	0.2915318604
631	0.2914943848
632	0.2914337463
633	0.291357605
634	0.2913210144
635	0.2912729187
636	0.2912245483
637	0.2911245728
638	0.2910654907
639	0.2909984741
640	0.2909362793
641	0.2908899841
642	0.2908643799
643	0.2908157959
644	0.2907646484
645	0.290703125
646	0.2906478271
647	0.2905997314
648	0.2905455933
649	0.2904918213
650	0.2904228516
651	0.290350647
652	0.29028302
653	0.2901735229
654	0.2901166992
655	0.2900761719
656	0.290020752
657	0.2899617004
658	0.2899246216
659	0.2898238831
660	0.2897709045
661	0.2897426758
662	0.2896424255
663	0.2895411987
664	0.2894502563
665	0.2894131165
666	0.2893687134
667	0.2892994995
668	0.2892540894
669	0.2892073364
670	0.2891118469
671	0.2890622559
672	0.2890119629
673	0.2889333496
674	0.2888890991
675	0.2888485718
676	0.288805542
677	0.2887540894
678	0.2887126465
679	0.2886607056
680	0.2885976257
681	0.2885498047
682	0.2884976196
683	0.2884326782
684	0.2883421021
685	0.2882511292
686	0.2881829224
687	0.2881055908
688	0.2880204468
689	0.2879587097
690	0.2879080505
691	0.2878267517
692	0.2877664795
693	0.2877278442
694	0.2876628113
695	0.2876213989
696	0.2875574341
697	0.2874866028
698	0.2874263611
699	0.2873712463
700	0.2873251953
701	0.2872478027
702	0.2871914063
703	0.2871369629
704	0.2870701599
705	0.2870078735
706	0.2869693604
707	0.2869231567
708	0.286882019
709	0.2868423462
710	0.2867729492
711	0.28671875
712	0.2866675415
713	0.2866262207
714	0.2865589905
715	0.2865169067
716	0.2864708252
717	0.2864126587
718	0.2863617554
719	0.2863060608
720	0.286267395
721	0.2862109985
722	0.2861810913
723	0.2861080322
724	0.2860569153
725	0.285997467
726	0.2859613953
727	0.2858754272
728	0.2858347778
729	0.2857888794
730	0.2857362671
731	0.2857027588
732	0.2856453857
733	0.2856040649
734	0.2855534668
735	0.28550177
736	0.2854590454
737	0.2853930664
738	0.2853028564
739	0.2852507324
740	0.2851801147
741	0.2851460571
742	0.2851063843
743	0.2850722656
744	0.2850307617
745	0.2849777832
746	0.2849434204
747	0.2849113464
748	0.2848610535
749	0.2848028259
750	0.2847743835
751	0.2847415161
752	0.2846983643
753	0.2846386108
754	0.2845426025
755	0.2844873657
756	0.2844170227
757	0.284350769
758	0.2842908936
759	0.2842419739
760	0.2841914978
761	0.2841576538
762	0.2840874634
763	0.284057373
764	0.2839913025
765	0.2839354858
766	0.2838296509
767	0.2837605591
768	0.2837042847
769	0.2836008606
770	0.2835376587
771	0.2835011597
772	0.2834665222
773	0.2834157104
774	0.2833558044
775	0.2832922974
776	0.2831780701
777	0.2830961304
778	0.2830155945
779	0.282954834
780	0.2829000244
781	0.282855896
782	0.2828041992
783	0.2827698364
784	0.2826647949
785	0.282607605
786	0.2825320129
787	0.2824529114
788	0.2824201355
789	0.2823776855
790	0.2823252563
791	0.2822922668
792	0.282225708
793	0.282151001
794	0.2821170654
795	0.2820836182
796	0.2820360718
797	0.2819990845
798	0.2819602051
799	0.2818796692
800	0.2818311462
801	0.2817871399
802	0.2817581177
803	0.2817215576
804	0.281649231
805	0.2816000977
806	0.2815612183
807	0.2815350647
808	0.281473053
809	0.2814144897
810	0.2813518982
811	0.2812821045
812	0.2812202759
813	0.2811737061
814	0.281128479
815	0.2810943604
816	0.2810167847
817	0.280930603
818	0.2808562012
819	0.2807906494
820	0.2807595825
821	0.2807039795
822	0.2806331787
823	0.2805441895
824	0.2804968262
825	0.2804399719
826	0.2803997803
827	0.2803371582
828	0.2803033447
829	0.2802544556
830	0.2802063599
831	0.2801467896
832	0.2801032715
833	0.2800665588
834	0.2800172119
835	0.2799703674
836	0.2798959351
837	0.279846405
838	0.2797730408
839	0.2796987
840	0.2796702881
841	0.2796326294
842	0.2795773621
843	0.2795302734
844	0.2794603271
845	0.2794257202
846	0.2793633423
847	0.2792890015
848	0.2792247925
849	0.2791776733
850	0.2791520386
851	0.279109375
852	0.2790603333
853	0.279026001
854	0.278952179
855	0.2788891296
856	0.2788256226
857	0.2787639771
858	0.2787040405
859	0.2786627808
860	0.2786324463
861	0.2785986023
862	0.2785514221
863	0.2785079956
864	0.2784812927
865	0.2784371338
866	0.2784074097
867	0.2783519287
868	0.2783191833
869	0.2782825623
870	0.2782489014
871	0.2782189331
872	0.2781607056
873	0.2780963135
874	0.2780547485
875	0.2780015259
876	0.2779483032
877	0.2779260864
878	0.2778851013
879	0.2778040771
880	0.277774292
881	0.2777385864
882	0.2776868896
883	0.277664856
884	0.2776029663
885	0.2775739136
886	0.2775216675
887	0.2774667969
888	0.2774263306
889	0.2773657532
890	0.2772958984
891	0.2772253723
892	0.2771666565
893	0.2771165466
894	0.277082428
895	0.2770109253
896	0.2769808655
897	0.276946228
898	0.2768876648
899	0.2768359985
900	0.2767789612
901	0.2767403259
902	0.2766780396
903	0.2766157227
904	0.2765307922
905	0.2764961243
906	0.2764379272
907	0.2763916016
908	0.2763475952
909	0.2763178406
910	0.2762470093
911	0.2761915588
912	0.2761328125
913	0.2760853271
914	0.2760350952
915	0.2759736938
916	0.275942749
917	0.2758571777
918	0.2757920532
919	0.2757397156
920	0.2756816711
921	0.2756394043
922	0.2755785522
923	0.2755247803
924	0.2754717407
925	0.2754234009
926	0.2753882446
927	0.2753570862
928	0.2752985229
929	0.2752443848
930	0.2752140808
931	0.2751505737
932	0.2751091309
933	0.2750539551
934	0.2749865112
935	0.2749477539
936	0.2749045715
937	0.2748799133
938	0.2748360901
939	0.2747867432
940	0.2747429199
941	0.2746776428
942	0.2746385193
943	0.2745883484
944	0.2745284729
945	0.2744824829
946	0.2744514771
947	0.2744215088
948	0.2743852539
949	0.2743380127
950	0.2742518005
951	0.2742050781
952	0.2741642456
953	0.2741149902
954	0.2740855713
955	0.2740363159
956	0.2739822998
957	0.2739335022
958	0.273888855
959	0.2738424377
960	0.2738108521
961	0.2737808838
962	0.2737548828
963	0.2737220459
964	0.2736805725
965	0.2736519165
966	0.2736130981
967	0.2735755005
968	0.2734932251
969	0.2734283447
970	0.2733855591
971	0.2733471069
972	0.2732920837
973	0.2732492676
974	0.2732073364
975	0.2731687012
976	0.2731079102
977	0.2730495605
978	0.2729868774
979	0.2729595032
980	0.2729031982
981	0.2728625793
982	0.2728358459
983	0.2728007202
984	0.2727355347
985	0.272704834
986	0.272651062
987	0.2726117249
988	0.27256073
989	0.2725177002
990	0.2724547729
991	0.2724033203
992	0.2723760986
993	0.2723180542
994	0.2722837524
995	0.2722438354
996	0.2721930847
997	0.2721584473
998	0.27206427
999	0.2720155945
